@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB2' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Results/b2_3files_12percent_30cm_beforecorrection' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB2/LHCB2_30cm_noknowledge/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam2' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 00:32:15"
@ Q1 %le 0.2799881659850902
@ Q2 %le 0.3099859594100752
@ RMSbetabeat %le 0.043996582711582084
@ RescalingFactor %le 0.9716334740724579
@ FILES %s "/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_23_32_100-1_6600/Beam2@Turn@2022_04_27@22_23_32_100.sdds.liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_24_53_620-1_6600/Beam2@Turn@2022_04_27@22_24_53_620.sdds.liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB2/Measurements/Beam2@Turn@2022_04_27@22_27_44_180-1_6600/Beam2@Turn@2022_04_27@22_27_44_180.sdds.liny"
*                 NAME                    S                COUNT                 BETY              BETYSTD              BETYMDL               MUYMDL            BETYPHASE         BETYSTDPHASE
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.23L3.B2"          8778.743917                    3       48.62644914416       3.999887293234          34.93041684          20.99816451       47.24712003032       1.132444584452
         "BPM.22L3.B2"          8832.195401                    3        168.551032921       14.04985741298           172.343339          21.13028003       163.7698073445      0.5812294361079
         "BPM.21L3.B2"          8885.646885                    3       24.70084314423       1.897020697438          34.92051357          21.24120422       24.00016969605      0.1890125337532
         "BPM.20L3.B2"          8939.098369                    3        191.334610699       13.63366705685          173.4931725          21.37278948       185.9071442643       0.969448947935
         "BPM.19L3.B2"          8992.549853                    3        42.8415499872       3.348569456608          33.42923592          21.48619073       41.62627428329      0.3521793532665
         "BPM.18L3.B2"          9046.001337                    3       169.0754083879       14.12419681484          171.8951939           21.6224864       164.2792952508       0.646937839402
         "BPM.17L3.B2"          9099.452821                    3       25.75869404559       2.088558806541          34.89507014          21.73360688       25.02798272821        0.64285837468
         "BPM.16L3.B2"          9152.904306                    3       196.6492146399       14.26421277452          173.8700555          21.86506766       191.0709989818       2.863587167594
         "BPM.15L3.B2"           9206.35579                    3        42.3858600479       3.382447623389          33.45816678          21.97826053       41.18356073997      0.8391366911549
         "BPM.14L3.B2"          9259.807274                    3       167.2761648651       14.10359723426          171.5230094          22.11467581       162.5312156686       1.784835222967
         "BPM.13L3.B2"          9313.258758                    3       27.48002234365       2.207387483236          34.86272068          22.22600325       26.70048332091      0.5618515380456
         "BPM.12L3.B2"          9366.710242                    3       179.1742627806        12.7248828206          163.9047021          22.36257333       174.0916888303      0.6492802538522
         "BPM.11L3.B2"          9420.161726                    3       45.80284528857        3.59130916473          36.57047218          22.47379666       44.50355892858      0.7188474119548
         "BPM.10L3.B2"          9472.944415                    3       156.4305282908       13.10255758145          153.5335958          22.60555991       151.9931755231       0.745586587667
          "BPM.9L3.B2"          9512.011405                    3       59.90457690258       4.919415832555          67.25981715          22.66504073       58.20526984445      0.3731994584548
          "BPM.8L3.B2"          9552.476394                    3        141.973775857       11.00194975009          180.5483251          22.72897914       137.9464513042        0.65371064899
          "BPM.7L3.B2"          9591.542384                    3       54.23441680766       4.042269952375          67.01552367          22.78374625       52.69598101696      0.7149222707281
         "BPMR.6L3.B2"          9664.181384                    3       270.9278770611       19.48832426922           243.323705          22.87769338       263.2427521903       2.739930848468
         "BPMW.5L3.B2"          9734.779884                    3       90.84351089317       7.399775236018          77.59444187          22.98737827         88.266721409       2.102093591473
        "BPMWE.4L3.B2"          9809.907884                    3       373.8613661087       30.94983748164           367.451071           23.0607631       363.2563082215       1.719936384968
         "BPMW.4R3.B2"          9882.417884                    3       108.3240875383       9.074335806009          118.3352422          23.10719877       105.2512897912      0.5724272115309
        "BPMWE.4R3.B2"          9909.962884                    3        81.7299674905       6.768269522464          97.06552237          23.15283139       79.41154174486      0.5874522442628
         "BPMW.5R3.B2"          9985.090884                    3       199.3769607443       15.51272797038          293.3817285          23.22626467       193.7212517472       1.230446942761
       "BPMWE.A5R3.B2"          10013.80888                    3       180.9639624181        13.8288103779          259.8550467          23.24171045       175.8306076136      0.6420417267278
        "BPMWC.6R3.B2"          10053.62688                    3       68.90341443366       5.243815262184          86.28305871           23.2845483       66.94890030555       1.380917226184
          "BPM.6R3.B2"          10065.78138                    3       64.62600770833       4.721105040698          70.29407954          23.31077998       62.79283932036      0.8087025368462
          "BPM.8R3.B2"          10160.67137                    3        18.0366956872       1.466782718326          14.97425137           23.5343623       17.52505387693     0.06621428527771
          "BPM.9R3.B2"          10199.73836                    3       95.31186534474       7.244547573702          120.2846223          23.75182066       92.60823095263      0.7611142903186
         "BPM.10R3.B2"          10240.20335                    3       44.25142496517       3.238057782503           46.2516281          23.83199035       42.99621262115      0.7218272909302
         "BPM.11R3.B2"          10292.98604                    3       241.3149303259       17.91004255764          186.8804534          23.93601068       234.4695549972       1.675574918363
         "BPM.12R3.B2"          10347.71253                    3       38.15881554279       3.168267027121          33.73109486          24.04860034       37.07640815904      0.4592374438028
         "BPM.13R3.B2"          10401.16401                    3       146.2073152849       11.82342196329          173.1581633          24.18350868       142.0599456666      0.5379963355749
         "BPM.14R3.B2"          10454.61549                    3       32.73802052629       2.390749543252          34.96285618           24.2940186       31.80936805379      0.2160221042676
         "BPM.15R3.B2"          10508.06698                    3       213.9832161299       15.67499854295          172.6326721          24.42592962       207.9132471668      0.2746447098374
         "BPM.16R3.B2"          10561.51846                    3       41.40325696985       3.380523050268          33.37933651          24.53977667       40.22878127427       0.154808138773
         "BPM.17R3.B2"          10614.96995                    3       141.4891185827       11.57293934922          172.7516021          24.67575403       137.4756308818       1.240283822544
         "BPM.18R3.B2"          10668.42143                    3       31.38660868239       2.323055503558          34.95345763          24.78643223       30.49629891045      0.3404894091631
         "BPM.19R3.B2"          10721.87291                    3       215.9853101804       15.90628956857          173.0250867          24.91816967        209.858476665       2.373770173084
         "BPM.20R3.B2"           10775.3244                    3       38.21297033745       3.175810652134          33.39248013          25.03183273       37.12896929419      0.6831254964466
         "BPM.21R3.B2"          10828.77588                    3       141.2138075326       11.57931102503          172.3598382          25.16798179       137.2080481145      0.9319247180244
         "BPM.22R3.B2"          10882.22737                    3       27.79251127559       2.052477203736          34.93660022            25.278843       27.00413911507      0.1595960002243
         "BPM.23R3.B2"          10935.67885                    3       231.4626182193       16.78559614405          172.3937523          25.41091767       224.8968814917      0.9255200399752
         "BPM.24R3.B2"          10989.13033                    3       42.48442906031       3.554933669807          34.91530409          25.52183231       41.27929138056      0.9579078060447
         "BPM.25R3.B2"          11042.58182                    3       141.5142323267       11.67532139792          172.4183248          25.65394763       137.4999764854      0.3786826456603
         "BPM.26R3.B2"           11096.0333                    3       28.51172671113        2.14782448674          34.93678999          25.76481182       27.70293716871      0.3001161010146
         "BPM.27R3.B2"          11149.48479                    3       270.2933763696       19.47509995102            172.40295          25.89688138       262.6260072072       1.797794173495
         "BPM.28R3.B2"          11202.93627                    3       55.32217617025       4.520316572012          34.91528132           26.0077925       53.75293738415       1.022403322085
         "BPM.29R3.B2"          11256.38775                    3       153.9813396492       12.86144228211          172.4090075          26.13991259       149.6134227093        1.40059352707
         "BPM.30R3.B2"          11309.83924                    3        28.9952152352       2.278003815699           34.9366456          26.25078065       28.17275544383        0.59200799528
         "BPM.31R3.B2"          11363.29072                    3       194.1297414766       13.86839781513          172.4123144          26.38284584       188.6229006419      0.9571441120972
         "BPM.32R3.B2"          11416.74221                    3        43.9549879898       3.456809054525          34.91559175          26.49375276        42.7081506735      0.2936520793929
         "BPM.33R3.B2"          11470.19369                    3       160.6684069855       13.40393347901          172.3996689          26.62587679       156.1108186085      0.3499867583188
         "BPM.34R3.B2"          11523.64518                    3       28.66203983992       2.236857587783          34.93617153          26.73674935       27.84899259333      0.3999718637734
         "BPM.33L4.B2"          11577.09666                    3       191.5977710429       13.65080744143          172.4215547          26.86881107       186.1627558117       1.146754015803
         "BPM.32L4.B2"          11630.54814                    3       42.46352988234        3.39487669377          34.91622576          26.97971321       41.25896659967      0.8635070315258
         "BPM.31L4.B2"          11683.99963                    3       170.7004323169       14.79618183314          172.3905987          27.11184023       165.8580344871       3.857111161803
         "BPM.30L4.B2"          11737.45111                    3       26.66559899611       2.134017423972          34.93538251           27.2227178       25.90916713646      0.4839944355029
         "BPM.29L4.B2"           11790.9026                    3       182.8858009606        12.9702035435          172.4303843          27.35477703        177.697952267      0.3270934267953
         "BPM.28L4.B2"          11844.35408                    3       44.86924669061       3.437540684015          34.91716367          27.46567397       43.59645311959      0.3957311663589
         "BPM.27L4.B2"          11897.80556                    3       178.4650289712       14.93736292387          172.3820782          27.59780296       173.4025496196      0.8471623039828
         "BPM.26L4.B2"          11951.25705                    3       25.34431009254       2.108292593822          34.93430299          27.70868588       24.62534763913      0.6496760659779
         "BPM.25L4.B2"          12004.70853                    3       180.8934671658       13.09264518014          172.4385293          27.84074368       175.7622478483       2.450803582601
         "BPM.24L4.B2"          12058.16002                    3       45.16929990294       3.415868266363          34.91837639          27.95163517       43.88800832493      0.4154709871847
         "BPM.23L4.B2"           12111.6115                    3       184.3646120422       15.42375419225           172.374372          28.08376502       179.1348740952       1.197417328408
         "BPM.22L4.B2"          12165.06298                    3       27.06226256995       2.165564896173           34.9329665          28.19465347       26.29460082683     0.05089112616532
         "BPM.21L4.B2"          12218.51447                    3        159.546174552       11.47632006877           172.445737          28.32671096       155.0203128551       1.500368907314
         "BPM.20L4.B2"          12271.96595                    3       38.73097129306       2.875464023236          33.39726353           28.4405958       37.63230828989     0.07463604471819
         "BPM.19L4.B2"          12325.41744                    3       191.1278210102       15.92414246565          172.9392165          28.57642504       185.7061776501      0.8511701950476
         "BPM.18L4.B2"          12378.86892                    3       27.19674902188       2.234300896355          34.93647797          28.68706343       26.42524803676      0.4368053935764
         "BPM.17L4.B2"          12432.32041                    3       159.5934280634       11.53899466821          172.8269192          28.81894235       155.0664174554       1.580632727954
         "BPM.16L4.B2"          12485.77189                    3       41.64863202108       3.076230321133           33.4064312          28.93265566       40.46721508655      0.2076779457171
         "BPM.15L4.B2"          12539.22337                    3       177.5062514679       14.77488732466          172.5577671          29.06866148       172.4710663322       1.160895516139
         "BPM.14L4.B2"          12592.67486                    3       30.33313360632       2.546368679596           34.9236701          29.17947095        29.4727139893      0.6420798359549
         "BPM.13L4.B2"          12646.12634                    3       162.2311543985       11.66250104421          173.2077282          29.31119087        157.629234544      0.3511821388248
         "BPM.12L4.B2"          12699.57783                    3       42.06955363533       3.093822034797          34.32452152          29.42292212        40.8761871734       0.340223344988
         "BPM.11L4.B2"          12753.02931                    3       199.6583204283        16.5791024975          173.9805663          29.55579875       193.9945919828       2.020927273972
         "BPM.10L4.B2"             12804.87                    3       38.13982922414        3.22735855994          40.92739496          29.65368587       37.05797364666      0.6935700624798
          "BPM.9L4.B2"          12843.93699                    3       116.7000052023       9.012592365607          151.0026975          29.74567863       113.3896601634       1.537965653545
          "BPM.8L4.B2"          12884.40198                    3       42.41624106311       3.180836416821          47.39109256          29.81640791       41.21299566114      0.9187342277986
          "BPM.7L4.B2"          12923.46797                    3       202.6637121741       14.87453549206          168.0214945          29.89784534       196.9147594825       3.043200569311
        "BPMYA.6L4.B2"          13020.07197                    3       179.2582124495       14.38975401821          155.5835327          29.99469405       174.1731071268       3.045246926937
        "BPMYB.5L4.B2"          13057.07197                    3       530.8902096454       42.05478702853          475.3900871          30.01750259       515.8307488458       2.685655562572
       "BPMWA.B5L4.B2"          13159.46247                    3       365.1133360021       27.89479631777          341.2710473          30.05683976       354.7564573508       2.938593828034
       "BPMWA.A5L4.B2"          13168.34747                    3       339.7678185416       25.80282193186           330.324982          30.06105194       330.1296754222       2.420863966836
       "BPMWA.A5R4.B2"          13216.39647                    3       281.2364641476       20.96468271711          282.3704778          30.08619582       273.2587696957       2.878184372613
       "BPMWA.B5R4.B2"          13225.28147                    3       261.5972802719       19.34029286073          275.5814906          30.09126592       254.1766950601       2.142794155354
        "BPMYA.5R4.B2"          13327.74797                    3       219.2708171555       15.56441445442          268.0717131          30.15580547        213.050873046      0.4799537181632
        "BPMYB.6R4.B2"          13359.31197                    3       502.2150614093       35.69211515815          638.4380276          30.16796032       487.9691017199       2.287040212535
          "BPM.7R4.B2"          13455.82797                    3       14.17055555147       1.348602113656          14.17457392          30.37168763       13.76855092168      0.6531085471469
          "BPM.8R4.B2"          13493.61896                    3       149.2372238572       11.39066226742          133.5794261          30.55344462       145.0039159356      0.5909595183223
          "BPM.9R4.B2"          13532.68595                    3       84.80697117935       6.170178092545           85.7073195          30.60762305       82.40132220243      0.4891404790947
         "BPM.10R4.B2"          13573.15094                    3       328.0876825403       23.31191269192          354.9958696          30.64950342       318.7809645204      0.6688277637792
         "BPM.11R4.B2"          13624.99162                    3       47.90306737602       3.530997627893          55.66450718          30.70459519       46.54419387502      0.8132656677912
         "BPM.12R4.B2"          13679.71811                    3       96.57751888232       7.950553256308          87.94115294          30.86255522       93.83793295343      0.3353146078574
         "BPM.13R4.B2"          13733.16959                    3       35.08735756961       2.732576403838          32.12917474          31.05524818       34.09207811176      0.5650087366222
         "BPM.14R4.B2"          13786.62108                    3       311.6872073437       22.18075909957          339.2315808          31.14752824       302.8457100687       1.220801080577
         "BPM.15R4.B2"          13840.07256                    3       45.73314148135       3.338325924448          51.53723754          31.20889966         44.435814147      0.5870581144794
         "BPM.16R4.B2"          13893.52405                    3       94.04294987196       7.875138007236          90.02683215          31.36774079       91.37534070819       1.293017764588
         "BPM.17R4.B2"          13946.97553                    3       36.63133508702       2.817855743536          32.18469803          31.55525143       35.59224446115      0.4063634256255
         "BPM.18R4.B2"          14000.42701                    3       315.7310070151        22.4946098079          339.2315808          31.64752824       306.7749104046       1.528719877428
         "BPM.19R4.B2"           14053.8785                    3       43.74325951641       3.263665108524          51.53723755          31.70889966       42.50246147686      0.8476117051641
         "BPM.20R4.B2"          14107.32998                    3       93.92156932142       7.906668467279          90.02683215          31.86774079       91.25731937096       1.526842891604
         "BPM.21R4.B2"          14160.78147                    3       37.70351591078       2.879957222621          32.18469802          32.05525143       36.63399068889      0.2586268134539
         "BPM.22R4.B2"          14214.23295                    3       298.7742393535       21.28336751068          339.2315808          32.14752824       290.2989555102       1.545680248674
         "BPM.23R4.B2"          14267.68443                    3       41.66616505815       3.138369259618          51.53723755          32.20889966       40.48426788753      0.9159370571584
         "BPM.24R4.B2"          14321.13592                    3       99.18636167479       8.208827167318          90.02683215          32.36774079       96.37281293152      0.6188402525674
         "BPM.25R4.B2"           14374.5874                    3       37.97765527519       2.897773711814          32.18469802          32.55525143       36.90036541968      0.2227354641053
         "BPM.26R4.B2"          14428.03889                    3       311.1164956588        22.1142697495          339.2315808          32.64752824       302.2911578184      0.6548863767463
         "BPM.27R4.B2"          14481.49037                    3       45.78641798599       3.369865869595          51.53723755          32.70889966       44.48762681563      0.7145935396664
         "BPM.28R4.B2"          14534.94185                    3       91.19708476941       7.550839484374          90.02683216          32.86774079       88.61010251653       0.645523307957
         "BPM.29R4.B2"          14588.39334                    3        35.0713050555       2.671536901956          32.18469802          33.05525143       34.07645357154      0.1387722536329
         "BPM.30R4.B2"          14641.84482                    3        286.519537673       20.40722611015          339.2315808          33.14752824        278.391896447       1.433430020847
         "BPM.31R4.B2"          14695.29631                    3       44.01806297638       3.262037212867          51.53723755          33.20889966       42.76938374284      0.7858352785251
         "BPM.32R4.B2"          14748.74779                    3       99.83574664687       8.356375522691          90.02683216          33.36774079       97.00379934593       1.347405792032
         "BPM.33R4.B2"          14802.19927                    3       34.12746244298       2.603917695225          32.18469802          33.55525143       33.15937534498      0.2077446140596
         "BPM.34R4.B2"          14855.65076                    3       316.2873902051       22.51376603637          339.2315808          33.64752824       307.3153581879        1.36579911237
         "BPM.33L5.B2"          14909.10224                    3       44.34753574097       3.196229146315          51.53723755          33.70889966       43.08956309554      0.2453763688968
         "BPM.32L5.B2"          14962.55373                    3       97.27144386736       8.067025104125          90.02683216          33.86774079        94.5121523713      0.8154692862697
         "BPM.31L5.B2"          15016.00521                    3       34.79560908513       2.657339750919          32.18469802          34.05525143       33.80856530737      0.2381596833129
         "BPM.30L5.B2"           15069.4567                    3       312.8261117941       22.24094773678          339.2315808          34.14752824       303.9523403398      0.7267401485447
         "BPM.29L5.B2"          15122.90818                    3       45.91530466307       3.321123946824          51.53723755          34.20889966       44.61287030441      0.3698593982858
         "BPM.28L5.B2"          15176.35966                    3       97.53216572959       8.061888500913          90.02683216          34.36774079       94.76551543968      0.4914271687193
         "BPM.27L5.B2"          15229.81115                    3       35.56599305091       2.751952254552          32.18469802          34.55525143       34.55708025031      0.4980950980069
         "BPM.26L5.B2"          15283.26263                    3        316.253265256       22.48814850254          339.2315808          34.64752824       307.2821952462      0.9252362008099
         "BPM.25L5.B2"          15336.71412                    3       43.47686060398       3.136912080721          51.53723756          34.70889966       42.24358993499      0.2794710263374
         "BPM.24L5.B2"           15390.1656                    3       98.11322287309       8.180937384805          90.02683216          34.86774079       95.33014419595       1.135059144279
         "BPM.23L5.B2"          15443.61708                    3       34.77793335239       2.685122785605          32.18469801          35.05525143       33.79143071889      0.4395630727433
         "BPM.22L5.B2"          15497.06857                    3       300.9393847227       21.49196150203          339.2315808          35.14752824       292.4028175381       2.096640132916
         "BPM.21L5.B2"          15550.52005                    3       43.98887713364       3.164633557416          51.53723756          35.20889966       42.74107476539      0.1625841542076
         "BPM.20L5.B2"          15603.97154                    3       95.33172412876       7.881909993449          90.02683217          35.36774079       92.62749036438      0.5115752663873
         "BPM.19L5.B2"          15657.42302                    3       34.08105454527       2.659596922729          32.18469801          35.55525143       33.11432684022      0.5691398281023
         "BPM.18L5.B2"           15710.8745                    3       316.4103597834       22.54168832804          339.2315808          35.64752824       307.4349295977       1.540716116625
         "BPM.17L5.B2"          15764.32599                    3       44.35869858635        3.24392313821          51.53723756          35.70889966       43.10041621648      0.5890434754827
         "BPM.16L5.B2"          15817.77747                    3       91.74211358457       7.627710767865          90.02683217          35.86774079       89.13965931876      0.9381983583664
         "BPM.15L5.B2"          15871.22896                    3       33.83057191258       2.629740964991          32.18469801          36.05525143       32.87089077545      0.5317540528833
         "BPM.14L5.B2"          15924.68044                    3       318.0181623035       22.64704628569          339.2315808          36.14752824       308.9971784033       1.396429710946
         "BPM.13L5.B2"          15978.13193                    3       43.60250150514       3.155037716142          51.53723756          36.20889966       42.36563089073      0.3804764612297
         "BPM.12L5.B2"          16031.58341                    3       99.21250631501       8.229696971878          89.07851782          36.36901665       96.39822053981      0.7643925470087
         "BPM.11L5.B2"          16085.03489                    3       33.94810653659        2.59978481966           32.5048731          36.55665664       32.98509699647      0.3304142306171
         "BPM.10L5.B2"          16137.81758                    3       303.3876041302       21.61064873456          329.4923233          36.64784258       294.7815602182       1.510947827787
          "BPM.9L5.B2"          16176.88457                    3       53.52503615937       3.871494686936          61.72966379           36.6880685       52.00670270574      0.6823228367963
          "BPM.8L5.B2"          16217.34956                    3       70.73008690676       5.605655497541          68.46367845          36.81295392       68.72372182427      0.3976405458386
          "BPM.7L5.B2"          16256.41755                    3       18.87257584546       1.670299533187          18.28426636          37.04034252       18.33724455219        0.78906178676
         "BPMR.6L5.B2"          16293.31155                    3        261.052318131       18.66771557552          304.3063514          37.13894788       253.6472280843       1.545356226458
          "BPM.5L5.B2"          16325.21155                    3       754.0120061766       53.80557019631          874.5114495          37.14875358       732.6231169113       5.034862976884
        "BPMYA.4L5.B2"          16352.61755                    3        1982.70987805       141.2176990637          2152.485753          37.15200738       1926.467085346       11.39718105749
        "BPMWB.4L5.B2"          16373.67605                    3        2122.30590521         152.20286104          2486.419093          37.15341811       2062.103846732       21.15185674059
        "BPMSY.4L5.B2"          16466.59205                    3       3027.780097496       217.0408964189          3444.692455          37.15847194       2941.893364083       30.39419203338
         "BPMS.2L5.B2"          16493.31755                    3       4555.067510605        323.957854361          5190.254639          37.15931189       4425.856497791       23.51574061647
        "BPMSW.1L5.B2"          16503.28255                    3       1183.477281295       84.11135817522            1550.2975          37.15993932       1149.905916037        5.69831189787
        "BPMSW.1R5.B2"          16546.41055                    3       1334.609021163       95.07154781276          1550.294853          37.65551119       1296.751023897       8.237530186133
         "BPMS.2R5.B2"          16556.37555                    3       1743.998855663       124.0285599277          1953.100998          37.65631773       1694.527648674       8.474963780913
        "BPMSY.4R5.B2"          16583.22105                    3       5696.189599416        404.322898356          6751.226778           37.6575698        5534.60730161       16.72890097803
        "BPMWB.4R5.B2"          16676.01705                    3       794.8095976991       56.87187337704          914.7433287          37.66351422       772.2637299574       7.383763084998
        "BPMYA.4R5.B2"          16697.07355                    3       294.7351067533       20.98870412523          365.3163662          37.66946625       286.3745784628       1.854308953459
         "BPMR.5R5.B2"          16718.19155                    3       139.0966382434       10.27189573299          150.8942868          37.68380097       135.1509337901       2.705688086501
          "BPM.6R5.B2"          16750.09155                    3       7.368575011533      0.8036194018521          7.250953825          37.98941598       7.159540916232      0.5238972215296
        "BPMRA.7R5.B2"          16784.10555                    3       216.9424601201       15.67818159496          267.4053365          38.13074452       210.7886451403       2.215343889593
          "BPM.8R5.B2"          16825.54256                    3       13.02410353713      0.9874803606218          11.50391937          38.23566139       12.65466819699      0.2457967340626
          "BPM.9R5.B2"          16864.60757                    3       172.9610493855       13.42609930539          187.5793271          38.54479841       168.0548413899       1.748089644453
         "BPM.10R5.B2"          16905.07058                    3       76.69000974109       5.763090406975          91.53202242          38.58831784       74.51451506247       1.128919880299
         "BPM.11R5.B2"          16957.85129                    3       301.7917140789       21.54936187849          354.2256677          38.64056938        293.230933596       1.596226329922
         "BPM.12R5.B2"          17012.57481                    3       47.85553689669       3.441695530233           49.3458519          38.70498269       46.49805806531      0.2656778291487
         "BPM.13R5.B2"          17066.02333                    3       106.9092456936       8.849200678709          89.47672604          38.87006841       103.8766073261      0.5518987136691
         "BPM.14R5.B2"          17119.47184                    3       28.61998135356       2.185435508252          32.54071118          39.05650321       27.80811862559      0.2237823630016
         "BPM.15R5.B2"          17172.92036                    3       295.8426433204        21.1189094285          339.6806522          39.14813485       287.4506685319       1.956577253649
         "BPM.16R5.B2"          17226.36887                    3       51.11311983549       3.684033587134          51.19320712          39.20967658        49.6632345715      0.2653856275431
         "BPM.17R5.B2"          17279.81739                    3       103.1310551813       8.723531283778          89.55081926          39.36999973       100.2056418763       1.803857853871
         "BPM.18R5.B2"           17333.2659                    3        28.1486779383       2.186561323527          32.53014398           39.5564661       27.35022426509      0.4367342347504
         "BPM.19R5.B2"          17386.71442                    3       299.4941893715       21.28045116697          339.6667593          39.64811662       290.9985749025      0.3693071364054
         "BPM.20R5.B2"          17440.16294                    3        53.7580891324       4.016084019869          51.20377337          39.70965299       52.23309430046       1.076890168674
         "BPM.21R5.B2"          17493.61145                    3       109.2163474885       9.056106544078          89.56472502           39.8699306       106.1182844734      0.7493475148023
         "BPM.22R5.B2"          17547.05997                    3       27.28119423433       2.087958058738          32.51957869          40.05642897        26.5073250694       0.246336825694
         "BPM.23R5.B2"          17600.50848                    3       300.8848747426       21.41547137238          339.6528407           40.1480984        292.349793868       1.252751193847
         "BPM.24R5.B2"            17653.957                    3       52.11165133897       3.766228452183           51.2143377          40.20962941       50.63340445715      0.3979122196883
         "BPM.25R5.B2"          17707.40552                    3       107.1329113376       8.879969669396          89.57865646          40.36986149       104.0938923228      0.7386273263206
         "BPM.26R5.B2"          17760.85403                    3       27.91140352445       2.150310779773          32.50901532          40.55639183       27.11963255183      0.3540694654774
         "BPM.27R5.B2"          17814.30255                    3       294.7844169434       20.97108282185          339.6388964          40.64808017       286.4223870316       1.050140069388
         "BPM.28R5.B2"          17867.75106                    3       53.98956628449        3.90732339504          51.22490011          40.70960583       52.45809687684      0.4406326304958
         "BPM.29R5.B2"          17921.19958                    3       117.2835294718       9.701115131561          89.59261356          40.86979238       113.9566253849      0.4843496404046
         "BPM.30R5.B2"           17974.6481                    3       27.11836724167       2.129132322732          32.49845387          41.05635467       26.34909986043       0.522618126267
         "BPM.31R5.B2"          18028.09661                    3       299.2941309038       21.34055843438          339.6249265          41.14806194       290.8042031377       1.733714735662
         "BPM.32R5.B2"          18081.54513                    3       49.48700058015       3.636560221538          51.23546059          41.20958226       48.08325530262      0.7352757347532
         "BPM.33R5.B2"          18134.99364                    3       100.9407657742       8.398364666026          89.60659634          41.36972329       98.07739334403       1.010315187935
         "BPM.34R5.B2"          18188.44216                    3        29.5418065613       2.319306885136          32.48789434          41.55631751       28.70379769525       0.571775362745
         "BPM.33L6.B2"          18241.89067                    3       286.9508122364       20.43062579021          339.6109308          41.64804371       278.8110302965       1.267642412357
         "BPM.32L6.B2"          18295.33919                    3       46.81293719442        3.42911772319          51.24601916          41.70955869       45.48500396697      0.6474097238974
         "BPM.31L6.B2"          18348.78771                    3       106.7812387416       8.887275608865          89.62060478          41.86965421       103.7522228972        1.08071632707
         "BPM.30L6.B2"          18402.23622                    3       30.67783515261       2.459630195505          32.47733674          42.05628033       29.80764338714      0.7561178548296
         "BPM.29L6.B2"          18455.68474                    3       286.3144973219       20.36245226977          339.5969096          42.14802548       278.1926865496      0.9535855616464
         "BPM.28L6.B2"          18509.13325                    3       48.61897258493       3.555633916509           51.2565758          42.20953513       47.23979769678      0.6463968989331
         "BPM.27L6.B2"          18562.58177                    3        105.107260247       8.851148714005          89.63463888          42.36958513       102.1258243879       1.654348789577
         "BPM.26L6.B2"          18616.03029                    3       28.11646464389       2.146256978645          32.46678106          42.55624314        27.3188874244      0.2066875102476
         "BPM.25L6.B2"           18669.4788                    3       289.3117211603       20.61596665167          339.5828626          42.64800725       281.1050145547       1.515615973211
         "BPM.24L6.B2"          18722.92732                    3       51.62166981697       3.750021028327          51.26713051          42.70951157       50.15736104081      0.5264960186428
         "BPM.23L6.B2"          18776.37583                    3       104.8542956427       8.673825333875          89.64869864          42.86951607       101.8799538467      0.4910653494398
         "BPM.22L6.B2"          18829.82435                    3       28.83867325448       2.317869683264          32.45622732          43.05620594       28.02066452419      0.7266308965566
         "BPM.21L6.B2"          18883.27287                    3        291.857982657       20.74713553762          339.5687901          43.14798902        283.578938356      0.7453753610236
